Height,Weight,Age,Gender,Activity_Level,Body_Fat,Goal,BMI,Plan
165,57,46,1,1.2,15.45,Health,20.94,Lean
186,89,19,1,1.55,21.28,Aesthetics,25.73,Lean
171,86,53,1,1.2,14.88,Aesthetics,29.41,Lean
178,93,16,0,1.725,28.19,Aesthetics,29.35,Cut
163,64,18,0,1.375,14.76,Health,24.09,Lean
177,98,52,1,1.725,14.01,Health,31.28,Lean
154,80,37,0,1.55,23.08,Health,33.73,Cut
196,45,32,0,1.55,36.44,Health,11.71,Cut
198,59,29,0,1.725,22.99,Health,15.05,Cut
179,61,56,0,1.2,21.24,Aesthetics,19.04,Lean
195,68,50,1,1.2,26.5,Aesthetics,17.88,Cut
154,102,28,0,1.2,16.23,Health,43.01,Lean
161,116,50,1,1.375,19.31,Strength,44.75,Lean
165,67,58,1,1.375,14.84,Aesthetics,24.61,Lean
175,90,17,0,1.55,26.3,Strength,29.39,Cut
175,116,28,0,1.725,30.32,Strength,37.88,Cut
197,52,31,0,1.725,29.56,Aesthetics,13.4,Cut
170,103,33,1,1.55,16.15,Strength,35.64,Lean
188,103,22,1,1.2,32.95,Strength,29.14,Cut
185,57,51,1,1.375,16.19,Aesthetics,16.65,Lean
182,83,56,1,1.725,12.81,Aesthetics,25.06,Lean
179,72,45,1,1.55,19.19,Health,22.47,Lean
186,105,57,1,1.2,27.13,Aesthetics,30.35,Cut
172,60,56,1,1.2,12.54,Strength,20.28,Bulk
159,46,22,0,1.375,28.74,Aesthetics,18.2,Cut
154,61,30,1,1.375,35.62,Health,25.72,Cut
185,74,55,1,1.55,17.38,Aesthetics,21.62,Lean
183,57,34,1,1.55,22.41,Strength,17.02,Cut
180,57,58,1,1.2,15.31,Aesthetics,17.59,Lean
159,87,52,0,1.2,19.56,Strength,34.41,Lean
168,65,17,1,1.725,8.7,Aesthetics,23.03,Lean
181,99,57,1,1.2,38.52,Health,30.22,Cut
150,84,28,0,1.55,21.31,Health,37.33,Recomp
154,59,55,0,1.375,33.24,Aesthetics,24.88,Cut
194,117,56,1,1.55,12.56,Strength,31.09,Lean
153,96,58,1,1.725,34,Health,41.01,Cut
165,118,58,1,1.725,35.52,Strength,43.34,Cut
173,97,46,1,1.375,30.9,Aesthetics,32.41,Cut
165,96,31,1,1.55,36.9,Health,35.26,Cut
151,74,57,1,1.725,13.35,Health,32.45,Lean
198,77,59,0,1.55,23.25,Strength,19.64,Cut
177,101,21,0,1.725,27.84,Health,32.24,Cut
181,96,43,1,1.375,27.08,Strength,29.3,Cut
176,53,47,1,1.725,35.55,Strength,17.11,Cut
169,98,59,1,1.55,14.9,Aesthetics,34.31,Lean
173,45,25,0,1.55,13.62,Strength,15.04,Bulk
161,88,33,1,1.725,16.11,Health,33.95,Lean
199,119,19,0,1.2,36.53,Strength,30.05,Cut
184,53,24,0,1.375,38.11,Health,15.65,Cut
182,76,22,1,1.375,26.23,Strength,22.94,Cut
182,59,23,0,1.725,24.04,Aesthetics,17.81,Cut
192,56,58,1,1.725,27.37,Aesthetics,15.19,Cut
186,101,22,0,1.2,27.72,Strength,29.19,Cut
161,52,56,1,1.375,13.45,Strength,20.06,Bulk
152,116,55,1,1.2,29.97,Strength,50.21,Cut
150,71,18,0,1.375,22.48,Aesthetics,31.56,Cut
182,106,32,0,1.725,24.56,Strength,32,Cut
189,56,17,0,1.375,8.97,Strength,15.68,Bulk
159,109,30,1,1.375,32.47,Health,43.12,Cut
192,86,44,0,1.375,34.73,Aesthetics,23.33,Cut
193,106,37,0,1.2,27.82,Aesthetics,28.46,Cut
178,55,19,1,1.2,31.96,Strength,17.36,Cut
162,87,21,1,1.375,24.73,Strength,33.15,Cut
161,61,53,0,1.55,27.79,Health,23.53,Cut
180,76,41,0,1.2,20.63,Strength,23.46,Lean
195,84,26,0,1.725,33.34,Aesthetics,22.09,Cut
151,67,41,1,1.725,22.98,Health,29.38,Cut
199,100,32,1,1.375,29.77,Aesthetics,25.25,Cut
184,50,39,0,1.725,27.89,Strength,14.77,Cut
172,94,43,1,1.2,30.47,Health,31.77,Cut
166,81,50,0,1.55,33.13,Aesthetics,29.39,Cut
175,108,46,0,1.55,24.41,Aesthetics,35.27,Cut
157,98,28,1,1.55,34.02,Aesthetics,39.76,Cut
178,116,50,0,1.725,23.91,Strength,36.61,Cut
175,93,31,0,1.375,38.61,Strength,30.37,Cut
159,55,30,1,1.725,32.09,Strength,21.76,Cut
175,93,58,0,1.375,13.48,Strength,30.37,Lean
183,65,33,0,1.55,34.55,Aesthetics,19.41,Cut
190,110,52,1,1.2,25.65,Health,30.47,Cut
156,107,56,0,1.725,39.5,Strength,43.97,Cut
153,72,42,0,1.2,31,Health,30.76,Cut
199,61,50,1,1.55,10.7,Aesthetics,15.4,Bulk
194,50,50,1,1.375,20.64,Strength,13.29,Lean
160,63,43,1,1.2,24.55,Aesthetics,24.61,Cut
178,100,54,0,1.725,34.85,Strength,31.56,Cut
185,72,53,1,1.2,31.34,Strength,21.04,Cut
174,110,24,0,1.2,19.82,Health,36.33,Recomp
170,82,27,1,1.725,28.91,Aesthetics,28.37,Cut
185,81,30,0,1.375,26.46,Aesthetics,23.67,Cut
159,112,36,0,1.725,12.03,Aesthetics,44.3,Lean
186,93,50,1,1.55,15.52,Health,26.88,Lean
158,87,57,0,1.375,18.92,Health,34.85,Recomp
173,80,48,0,1.2,14.26,Aesthetics,26.73,Lean
184,102,34,1,1.725,12.8,Aesthetics,30.13,Lean
198,57,38,0,1.55,9.86,Strength,14.54,Bulk
184,96,28,0,1.725,35.94,Strength,28.36,Cut
197,102,59,0,1.375,17.25,Health,26.28,Lean
185,76,16,1,1.55,17.29,Strength,22.21,Lean
167,104,44,1,1.2,14.6,Aesthetics,37.29,Lean
198,102,39,1,1.375,23.21,Aesthetics,26.02,Cut
188,100,31,1,1.55,24.46,Strength,28.29,Cut
181,72,40,1,1.375,14.67,Strength,21.98,Bulk
173,45,38,1,1.2,27.47,Health,15.04,Cut
172,86,43,1,1.55,31.14,Strength,29.07,Cut
181,92,31,1,1.725,19.96,Health,28.08,Recomp
186,84,58,0,1.725,26.73,Strength,24.28,Cut
161,107,53,0,1.2,24.07,Strength,41.28,Cut
198,116,26,0,1.55,14.26,Strength,29.59,Lean
162,48,18,0,1.2,31.36,Strength,18.29,Cut
172,82,30,1,1.2,33.65,Aesthetics,27.72,Cut
174,71,16,0,1.375,28.76,Aesthetics,23.45,Cut
184,53,22,0,1.725,18.36,Aesthetics,15.65,Lean
190,60,16,0,1.2,37.66,Strength,16.62,Cut
179,100,47,0,1.375,22.57,Health,31.21,Cut
166,75,24,0,1.2,16.51,Strength,27.22,Lean
198,58,44,1,1.2,21.06,Aesthetics,14.79,Lean
169,69,41,1,1.2,30.15,Health,24.16,Cut
197,78,38,0,1.725,35.07,Health,20.1,Cut
174,111,58,0,1.55,19.41,Aesthetics,36.66,Lean
171,68,44,0,1.725,15.44,Strength,23.26,Lean
162,117,53,0,1.375,28.05,Health,44.58,Cut
168,70,48,1,1.55,37.48,Health,24.8,Cut
198,64,22,0,1.375,13.87,Aesthetics,16.32,Bulk
185,108,27,1,1.2,33.7,Health,31.56,Cut
161,54,46,0,1.55,23.25,Health,20.83,Cut
190,111,47,1,1.375,33.58,Health,30.75,Cut
168,68,35,1,1.2,24.18,Strength,24.09,Cut
161,49,32,1,1.375,20.07,Strength,18.9,Lean
158,111,51,0,1.375,30.3,Aesthetics,44.46,Cut
156,102,18,0,1.725,36.82,Strength,41.91,Cut
177,71,16,1,1.2,18.25,Health,22.66,Lean
163,59,42,0,1.725,22.74,Strength,22.21,Cut
180,79,55,0,1.55,15.34,Health,24.38,Lean
168,97,48,1,1.2,13.87,Health,34.37,Lean
196,88,35,0,1.725,32.89,Strength,22.91,Cut
165,70,29,1,1.725,14.42,Strength,25.71,Lean
154,91,51,0,1.55,33.39,Strength,38.37,Cut
184,78,20,0,1.375,21.73,Strength,23.04,Lean
161,94,38,1,1.375,39.84,Aesthetics,36.26,Cut
174,56,30,1,1.375,14.31,Strength,18.5,Bulk
170,48,21,1,1.55,10.98,Aesthetics,16.61,Bulk
185,92,48,1,1.725,10.41,Health,26.88,Lean
172,99,34,0,1.2,34.73,Aesthetics,33.46,Cut
165,45,28,0,1.55,22.01,Health,16.53,Cut
188,110,44,0,1.375,8.1,Aesthetics,31.12,Lean
194,74,21,1,1.375,35.99,Aesthetics,19.66,Cut
191,47,30,0,1.2,36.06,Health,12.88,Cut
188,65,31,0,1.55,33.81,Aesthetics,18.39,Cut
163,93,39,0,1.375,15.95,Health,35,Lean
180,106,38,1,1.55,19.93,Strength,32.72,Lean
154,82,25,1,1.725,31.84,Health,34.58,Cut
184,59,56,0,1.55,23.66,Aesthetics,17.43,Cut
172,96,56,0,1.725,12.92,Strength,32.45,Lean
178,90,32,1,1.2,15.77,Aesthetics,28.41,Lean
192,69,59,1,1.725,39.12,Strength,18.72,Cut
160,65,45,1,1.725,12.83,Health,25.39,Lean
167,49,59,1,1.2,31.23,Strength,17.57,Cut
196,114,25,0,1.375,23.3,Strength,29.68,Cut
161,91,34,1,1.2,31.96,Strength,35.11,Cut
158,112,44,0,1.55,29.16,Aesthetics,44.86,Cut
159,62,17,1,1.2,22.05,Strength,24.52,Cut
193,65,51,0,1.55,19.33,Health,17.45,Recomp
166,67,34,0,1.375,32.14,Health,24.31,Cut
187,108,22,1,1.55,18.34,Health,30.88,Recomp
156,111,41,0,1.2,33.21,Strength,45.61,Cut
195,84,30,0,1.2,29.75,Health,22.09,Cut
162,54,53,0,1.375,26.49,Aesthetics,20.58,Cut
189,96,18,1,1.2,19.8,Health,26.87,Recomp
191,116,53,1,1.375,14.56,Strength,31.8,Lean
158,119,31,1,1.375,30.73,Health,47.67,Cut
199,105,17,0,1.2,10.92,Strength,26.51,Lean
176,108,46,0,1.725,39.06,Strength,34.87,Cut
151,49,43,0,1.55,39.32,Health,21.49,Cut
154,97,22,0,1.725,12.17,Aesthetics,40.9,Lean
178,99,45,1,1.375,11.33,Aesthetics,31.25,Lean
186,81,58,0,1.55,21.21,Health,23.41,Recomp
187,100,22,0,1.725,38.84,Strength,28.6,Cut
168,103,51,0,1.2,20.81,Health,36.49,Recomp
157,113,44,1,1.725,19.64,Strength,45.84,Lean
197,117,39,0,1.55,30.51,Strength,30.15,Cut
194,103,54,1,1.55,13.72,Strength,27.37,Lean
150,46,19,1,1.55,19.63,Aesthetics,20.44,Lean
171,109,44,0,1.55,17.32,Aesthetics,37.28,Lean
166,104,59,0,1.725,27.25,Health,37.74,Cut
156,95,20,0,1.2,13.21,Aesthetics,39.04,Lean
174,74,44,0,1.2,25.56,Strength,24.44,Cut
194,55,45,1,1.55,35.44,Strength,14.61,Cut
153,83,44,1,1.2,24.45,Health,35.46,Cut
185,116,41,1,1.725,29.87,Strength,33.89,Cut
155,107,34,1,1.2,10.41,Health,44.54,Lean
180,108,41,1,1.375,22.37,Health,33.33,Cut
168,105,52,1,1.2,11.04,Strength,37.2,Lean
193,98,42,1,1.55,27.18,Aesthetics,26.31,Cut
188,117,45,1,1.2,16.99,Strength,33.1,Lean
176,102,45,1,1.2,17.19,Strength,32.93,Lean
159,100,18,1,1.2,10.46,Health,39.56,Lean
175,78,58,0,1.2,17.93,Aesthetics,25.47,Lean
168,75,22,0,1.375,24.21,Health,26.57,Cut
188,96,24,0,1.725,26.71,Strength,27.16,Cut
152,45,56,1,1.55,10.13,Health,19.48,Bulk
194,99,57,0,1.55,28.85,Health,26.3,Cut
162,66,28,1,1.2,23.64,Strength,25.15,Cut
199,84,30,1,1.725,25.18,Health,21.21,Cut
177,45,20,0,1.2,34.65,Strength,14.36,Cut
169,109,44,1,1.375,18.95,Health,38.16,Recomp
177,107,50,0,1.725,13.57,Aesthetics,34.15,Lean
157,98,42,1,1.725,25.66,Strength,39.76,Cut
190,86,42,1,1.725,38.24,Aesthetics,23.82,Cut
188,65,23,0,1.725,24.57,Health,18.39,Cut
150,66,47,0,1.2,34.62,Aesthetics,29.33,Cut
152,82,35,0,1.375,32.23,Aesthetics,35.49,Cut
162,52,25,0,1.725,24.59,Aesthetics,19.81,Cut
177,106,28,0,1.55,28.72,Health,33.83,Cut
198,91,44,0,1.55,21.01,Strength,23.21,Lean
174,61,50,1,1.375,24.98,Health,20.15,Cut
182,61,23,1,1.55,24.23,Health,18.42,Cut
187,57,44,1,1.2,30.69,Health,16.3,Cut
155,61,46,1,1.2,21.12,Strength,25.39,Lean
193,82,56,0,1.375,11.19,Health,22.01,Bulk
194,89,45,1,1.725,33.24,Health,23.65,Cut
181,50,37,1,1.55,29.92,Strength,15.26,Cut
194,79,36,0,1.55,38.4,Strength,20.99,Cut
196,58,27,1,1.375,21.72,Strength,15.1,Lean
170,116,26,0,1.375,10.5,Aesthetics,40.14,Lean
165,105,17,0,1.55,11.89,Strength,38.57,Lean
170,59,56,0,1.725,32.75,Aesthetics,20.42,Cut
160,98,17,1,1.375,10.17,Aesthetics,38.28,Lean
186,71,49,0,1.2,37.05,Health,20.52,Cut
185,57,18,1,1.55,17.01,Aesthetics,16.65,Lean
184,75,31,1,1.375,36.76,Health,22.15,Cut
168,79,19,1,1.375,32.75,Aesthetics,27.99,Cut
169,104,38,0,1.375,35.88,Strength,36.41,Cut
167,50,35,0,1.55,14.85,Health,17.93,Bulk
196,113,40,0,1.2,27.06,Aesthetics,29.41,Cut
190,102,45,1,1.2,10.99,Health,28.25,Lean
198,93,33,1,1.55,14.47,Strength,23.72,Lean
163,67,57,0,1.375,17.92,Aesthetics,25.22,Lean
164,78,26,1,1.55,31.71,Aesthetics,29,Cut
180,70,44,0,1.55,8.79,Strength,21.6,Bulk
150,91,32,0,1.375,36.9,Aesthetics,40.44,Cut
152,49,41,1,1.55,10.27,Aesthetics,21.21,Bulk
165,64,38,1,1.725,20.05,Health,23.51,Recomp
172,50,35,0,1.2,10.59,Aesthetics,16.9,Bulk
160,114,17,1,1.725,32.61,Strength,44.53,Cut
161,103,39,0,1.725,12.52,Aesthetics,39.74,Lean
159,108,46,0,1.725,36.31,Health,42.72,Cut
181,62,42,1,1.55,24.97,Aesthetics,18.92,Cut
165,48,17,0,1.375,38.35,Health,17.63,Cut
157,61,29,1,1.55,17.29,Aesthetics,24.75,Lean
187,58,19,0,1.2,22.54,Health,16.59,Cut
161,57,28,1,1.55,30.22,Health,21.99,Cut
173,51,51,1,1.55,34.62,Aesthetics,17.04,Cut
177,88,50,0,1.55,21.48,Strength,28.09,Lean
157,59,59,1,1.55,36.56,Strength,23.94,Cut
177,63,23,1,1.725,11.78,Aesthetics,20.11,Bulk
185,107,17,0,1.375,30.68,Aesthetics,31.26,Cut
175,79,21,1,1.2,19.14,Aesthetics,25.8,Lean
157,79,46,0,1.2,11.24,Aesthetics,32.05,Lean
199,63,25,1,1.2,20.37,Aesthetics,15.91,Lean
177,64,59,0,1.55,36.17,Strength,20.43,Cut
177,79,36,0,1.2,39.38,Health,25.22,Cut
186,76,57,0,1.725,20.57,Health,21.97,Recomp
190,92,25,0,1.375,36.37,Strength,25.48,Cut
185,88,38,1,1.55,24.31,Strength,25.71,Cut
176,68,18,0,1.55,30.94,Health,21.95,Cut
166,105,47,1,1.725,9.45,Strength,38.1,Lean
158,61,35,0,1.2,25.83,Aesthetics,24.44,Cut
182,115,25,1,1.55,10.25,Strength,34.72,Lean
169,94,44,0,1.55,16.6,Strength,32.91,Lean
162,109,56,1,1.725,26.14,Strength,41.53,Cut
177,76,49,1,1.725,33.83,Strength,24.26,Cut
197,80,52,0,1.2,25.95,Health,20.61,Cut
178,57,35,0,1.375,37.96,Health,17.99,Cut
162,114,23,0,1.375,33.93,Health,43.44,Cut
195,102,22,1,1.2,13,Health,26.82,Lean
184,58,21,1,1.375,20.45,Aesthetics,17.13,Lean
155,81,26,1,1.725,29.39,Aesthetics,33.71,Cut
167,112,59,1,1.725,38.03,Health,40.16,Cut
154,84,33,0,1.725,39.61,Health,35.42,Cut
196,103,57,0,1.375,32.42,Health,26.81,Cut
174,60,44,0,1.375,26.36,Strength,19.82,Cut
151,106,40,0,1.55,32.21,Aesthetics,46.49,Cut
159,48,36,1,1.55,16.74,Aesthetics,18.99,Lean
179,89,18,1,1.55,17.08,Strength,27.78,Lean
199,72,33,0,1.375,28.94,Strength,18.18,Cut
194,110,39,1,1.55,35.9,Strength,29.23,Cut
154,75,53,0,1.725,39.03,Aesthetics,31.62,Cut
182,47,25,1,1.375,18.92,Strength,14.19,Lean
150,52,42,1,1.2,33.49,Strength,23.11,Cut
167,68,27,1,1.375,35.25,Strength,24.38,Cut
181,59,22,1,1.55,27.94,Health,18.01,Cut
196,87,32,1,1.375,19.12,Strength,22.65,Lean
198,75,16,1,1.55,27.81,Health,19.13,Cut
160,117,41,0,1.55,26.7,Aesthetics,45.7,Cut
170,89,30,1,1.2,27.41,Aesthetics,30.8,Cut
175,110,48,0,1.2,27.82,Aesthetics,35.92,Cut
174,52,52,0,1.725,35.11,Health,17.18,Cut
171,115,46,0,1.55,13.44,Strength,39.33,Lean
176,101,50,0,1.375,19.75,Aesthetics,32.61,Lean
198,74,16,0,1.2,26.75,Strength,18.88,Cut
162,118,23,0,1.2,17.07,Health,44.96,Lean
182,62,27,1,1.55,39.3,Aesthetics,18.72,Cut
183,113,34,1,1.375,16.42,Strength,33.74,Lean
190,83,40,1,1.2,23.03,Strength,22.99,Cut
184,104,47,0,1.2,36.08,Aesthetics,30.72,Cut
150,87,27,0,1.375,10.56,Strength,38.67,Lean
170,89,28,0,1.2,34.26,Health,30.8,Cut
197,67,43,1,1.375,26.27,Aesthetics,17.26,Cut
155,113,16,1,1.55,9.02,Aesthetics,47.03,Lean
177,50,21,1,1.2,36.89,Aesthetics,15.96,Cut
166,100,23,0,1.55,9.25,Aesthetics,36.29,Lean
154,48,19,0,1.375,24.49,Health,20.24,Cut
180,67,20,0,1.55,9.57,Health,20.68,Bulk
154,50,40,1,1.55,10.28,Strength,21.08,Bulk
187,76,37,0,1.55,36.39,Health,21.73,Cut
152,62,43,0,1.725,32.51,Strength,26.84,Cut
172,59,54,0,1.375,14.3,Strength,19.94,Bulk
186,84,38,0,1.375,27.85,Aesthetics,24.28,Cut
186,117,19,1,1.375,33.43,Strength,33.82,Cut
159,118,19,1,1.375,36.47,Aesthetics,46.68,Cut
159,50,36,0,1.375,22.99,Strength,19.78,Cut
168,107,52,0,1.2,36.72,Health,37.91,Cut
166,111,56,1,1.2,24.25,Aesthetics,40.28,Cut
170,55,17,1,1.2,30.02,Strength,19.03,Cut
163,87,22,0,1.55,39.33,Health,32.74,Cut
158,61,31,1,1.55,15.55,Health,24.44,Lean
195,48,32,1,1.375,13.39,Aesthetics,12.62,Bulk
150,107,35,0,1.725,18.94,Aesthetics,47.56,Lean
194,112,38,1,1.375,13.26,Aesthetics,29.76,Lean
162,85,49,1,1.2,17.09,Strength,32.39,Lean
153,49,26,1,1.375,31.78,Aesthetics,20.93,Cut
150,76,49,1,1.55,23.28,Health,33.78,Cut
198,114,48,0,1.375,20,Health,29.08,Recomp
189,79,41,1,1.2,19.8,Aesthetics,22.12,Lean
181,66,17,1,1.375,14.22,Aesthetics,20.15,Bulk
183,109,38,0,1.55,22.32,Health,32.55,Cut
177,66,56,1,1.725,27.99,Strength,21.07,Cut
180,55,37,0,1.2,12.45,Health,16.98,Bulk
157,47,49,0,1.375,39.13,Health,19.07,Cut
188,53,30,1,1.55,22.18,Health,15,Cut
175,104,25,1,1.2,38.33,Aesthetics,33.96,Cut
183,58,30,1,1.2,12.31,Strength,17.32,Bulk
152,62,57,1,1.55,32.55,Strength,26.84,Cut
199,117,44,1,1.375,27.76,Aesthetics,29.54,Cut
161,67,38,0,1.375,34.24,Health,25.85,Cut
150,118,32,1,1.375,27.22,Aesthetics,52.44,Cut
193,91,24,0,1.2,38.81,Aesthetics,24.43,Cut
154,113,51,1,1.725,28.06,Strength,47.65,Cut
179,91,24,0,1.2,33.11,Strength,28.4,Cut
179,74,31,1,1.375,36.08,Aesthetics,23.1,Cut
166,69,51,1,1.2,30.87,Aesthetics,25.04,Cut
197,72,48,1,1.725,24.78,Strength,18.55,Cut
196,69,46,1,1.2,16.73,Strength,17.96,Lean
172,118,21,1,1.55,35.34,Health,39.89,Cut
164,102,25,0,1.375,23.38,Aesthetics,37.92,Cut
186,85,31,1,1.375,27.86,Health,24.57,Cut
170,69,19,1,1.375,10.54,Health,23.88,Lean
163,92,37,1,1.2,23.92,Health,34.63,Cut
151,54,28,0,1.2,30.34,Strength,23.68,Cut
160,119,31,1,1.2,26.69,Health,46.48,Cut
188,55,44,0,1.375,22.35,Strength,15.56,Cut
187,65,21,1,1.2,15.15,Strength,18.59,Lean
183,89,41,0,1.375,17.91,Strength,26.58,Lean
187,51,26,1,1.2,30.42,Aesthetics,14.58,Cut
199,108,39,1,1.375,15.17,Health,27.27,Lean
183,108,44,0,1.55,27.9,Strength,32.25,Cut
167,46,18,1,1.2,26.87,Aesthetics,16.49,Cut
179,86,25,0,1.375,39.05,Aesthetics,26.84,Cut
164,98,16,1,1.55,9.95,Aesthetics,36.44,Lean
176,119,58,1,1.55,11.46,Strength,38.42,Lean
183,60,41,0,1.725,24.19,Strength,17.92,Cut
187,62,27,1,1.2,24.87,Strength,17.73,Cut
182,103,29,0,1.375,9.28,Aesthetics,31.1,Lean
173,60,40,0,1.725,34.43,Strength,20.05,Cut
164,50,23,1,1.2,23.83,Health,18.59,Cut
179,101,58,1,1.55,19.09,Strength,31.52,Lean
191,91,19,1,1.2,18.2,Strength,24.94,Lean
166,92,43,0,1.375,35.57,Health,33.39,Cut
154,86,22,0,1.55,14.3,Strength,36.26,Lean
178,104,25,1,1.725,13.13,Strength,32.82,Lean
153,48,51,0,1.2,14.82,Strength,20.5,Bulk
159,46,17,0,1.2,28,Strength,18.2,Cut
166,103,41,0,1.725,33.95,Aesthetics,37.38,Cut
159,71,29,0,1.2,18.59,Strength,28.08,Lean
166,71,31,1,1.2,13.55,Health,25.77,Lean
169,116,58,1,1.2,14.69,Health,40.61,Lean
173,51,57,1,1.55,27.81,Aesthetics,17.04,Cut
154,107,32,0,1.55,15.87,Strength,45.12,Lean
183,90,37,0,1.375,36.07,Health,26.87,Cut
155,107,19,0,1.2,11.32,Aesthetics,44.54,Lean
151,56,34,0,1.375,9.04,Strength,24.56,Lean
162,57,17,1,1.55,10.83,Aesthetics,21.72,Bulk
192,87,54,0,1.2,35.06,Strength,23.6,Cut
192,61,24,0,1.375,28.84,Aesthetics,16.55,Cut
197,107,34,1,1.2,38.65,Aesthetics,27.57,Cut
160,80,31,1,1.2,18.76,Health,31.25,Recomp
196,52,40,1,1.725,14.81,Health,13.54,Bulk
172,113,33,0,1.375,25.98,Aesthetics,38.2,Cut
165,80,38,0,1.55,25.21,Strength,29.38,Cut
180,72,36,0,1.375,26.91,Strength,22.22,Cut
160,91,26,0,1.375,19.12,Strength,35.55,Lean
165,74,54,0,1.375,8.19,Strength,27.18,Lean
157,67,56,0,1.725,9.12,Strength,27.18,Lean
153,60,19,1,1.2,29.24,Health,25.63,Cut
189,58,40,0,1.55,24.74,Aesthetics,16.24,Cut
153,118,47,1,1.725,34.27,Health,50.41,Cut
174,115,45,1,1.55,17.61,Strength,37.98,Lean
152,96,41,1,1.725,34.1,Aesthetics,41.55,Cut
181,81,51,0,1.2,21.62,Strength,24.72,Lean
152,73,49,0,1.55,11.09,Strength,31.6,Lean
176,111,24,1,1.375,39.29,Aesthetics,35.83,Cut
178,59,27,0,1.725,24.38,Strength,18.62,Cut
181,91,17,0,1.55,28.14,Health,27.78,Cut
199,90,53,1,1.2,29.47,Health,22.73,Cut
168,96,20,0,1.55,19.6,Health,34.01,Recomp
170,63,20,0,1.725,31.92,Strength,21.8,Cut
154,65,37,0,1.2,35.85,Health,27.41,Cut
167,108,20,0,1.375,20.39,Strength,38.72,Lean
177,81,19,1,1.725,29.02,Strength,25.85,Cut
191,71,24,1,1.725,32.23,Health,19.46,Cut
171,99,44,0,1.2,14.08,Health,33.86,Lean
170,73,37,0,1.725,18.64,Strength,25.26,Lean
155,64,42,0,1.55,11.48,Strength,26.64,Lean
150,69,25,1,1.375,27.27,Strength,30.67,Cut
154,114,31,0,1.55,33.63,Strength,48.07,Cut
190,107,57,0,1.2,27.55,Health,29.64,Cut
161,80,57,1,1.725,13.75,Strength,30.86,Lean
175,46,25,0,1.375,25.48,Strength,15.02,Cut
195,66,21,1,1.2,34.72,Strength,17.36,Cut
183,60,20,0,1.55,17.69,Strength,17.92,Lean
198,62,21,1,1.725,34.64,Strength,15.81,Cut
163,113,40,0,1.725,33.11,Aesthetics,42.53,Cut
175,98,19,0,1.2,8.7,Aesthetics,32,Lean
194,74,55,1,1.55,15.66,Aesthetics,19.66,Lean
176,89,47,1,1.725,25.37,Health,28.73,Cut
158,63,50,1,1.55,30.96,Strength,25.24,Cut
175,78,25,1,1.375,36.18,Health,25.47,Cut
196,57,49,1,1.725,28.51,Strength,14.84,Cut
171,87,51,0,1.375,20.17,Aesthetics,29.75,Lean
196,106,21,1,1.725,13.91,Strength,27.59,Lean
179,66,58,1,1.2,32.32,Health,20.6,Cut
192,96,31,1,1.725,14.62,Health,26.04,Lean
197,96,34,1,1.725,30.25,Strength,24.74,Cut
166,80,49,0,1.55,13.8,Health,29.03,Lean
175,117,40,0,1.55,10.91,Aesthetics,38.2,Lean
185,63,46,0,1.375,16.04,Strength,18.41,Lean
150,82,56,0,1.375,17.12,Aesthetics,36.44,Lean
157,114,32,0,1.375,28.71,Aesthetics,46.25,Cut
198,101,45,1,1.725,13.15,Health,25.76,Lean
184,64,54,0,1.725,37.77,Strength,18.9,Cut
164,53,46,0,1.375,25.74,Aesthetics,19.71,Cut
196,76,34,1,1.2,23.71,Aesthetics,19.78,Cut
171,48,50,1,1.2,21.91,Strength,16.42,Lean
163,94,44,0,1.725,26.13,Health,35.38,Cut
175,49,16,0,1.2,8.72,Aesthetics,16,Bulk
177,64,19,1,1.2,39.68,Strength,20.43,Cut
172,119,43,0,1.375,25.84,Strength,40.22,Cut
163,81,33,1,1.2,9.13,Aesthetics,30.49,Lean
173,66,41,1,1.2,26.88,Aesthetics,22.05,Cut
151,102,55,0,1.725,21.99,Aesthetics,44.73,Lean
194,112,34,0,1.725,8.77,Health,29.76,Lean
175,88,21,0,1.725,37.58,Health,28.73,Cut
163,78,16,1,1.2,8.34,Strength,29.36,Lean
156,86,23,1,1.375,26.49,Strength,35.34,Cut
152,53,48,0,1.55,38.78,Aesthetics,22.94,Cut
196,51,58,0,1.725,15.6,Strength,13.28,Lean
172,112,36,0,1.725,16.13,Health,37.86,Lean
195,63,39,1,1.725,8.01,Strength,16.57,Bulk
192,75,40,1,1.375,10.12,Strength,20.35,Bulk
196,79,58,1,1.55,9.44,Aesthetics,20.56,Bulk
194,101,34,0,1.55,34.33,Aesthetics,26.84,Cut
167,105,44,1,1.725,34.78,Health,37.65,Cut
187,75,25,1,1.2,31.25,Strength,21.45,Cut
184,97,27,0,1.725,19.29,Strength,28.65,Lean
164,76,48,1,1.725,34.28,Strength,28.26,Cut
174,110,22,0,1.2,25.27,Aesthetics,36.33,Cut
186,103,32,1,1.2,17.74,Health,29.77,Lean
177,54,25,0,1.725,21.99,Strength,17.24,Lean
159,46,46,0,1.375,10.1,Strength,18.2,Bulk
188,110,21,1,1.375,38.24,Strength,31.12,Cut
166,104,32,0,1.2,27.81,Strength,37.74,Cut
188,61,52,1,1.725,31.4,Health,17.26,Cut
171,60,33,0,1.375,29.65,Health,20.52,Cut
175,60,41,0,1.725,29.37,Health,19.59,Cut
193,90,31,0,1.725,8.55,Aesthetics,24.16,Lean
174,83,23,1,1.725,24.81,Strength,27.41,Cut
